kelurahan;pos_code;kecamatan
Arjo Sari (Arjosari);91342;Wonomulyo
Lambule;99942;Yal
Bakka-Bakka;91342;Wonomulyo
Pontoh (Ponto);95376;Wori
Werdi;51153;Wonokerto
Towua (Towua I);93560;Wundulako
Gringgingsari;51253;Wonotunggal
Suka Maju (Sukamaju);93754;Wolowa
Botorejo;59571;Wonosalam
Banua Baru;91342;Wonomulyo
Rebono;67173;Wonorejo
Wonokertokulon (Wonokerto Kulon);51153;Wonokerto
Unamendaa (Una Mendaa);93560;Wundulako
Wolowa;93754;Wolowa
Riwo;84251;Woja
Bumiayu;91342;Wonomulyo
Bunderan;59571;Wonosalam
Wonokertowetan (Wonokerto Wetan);51153;Wonokerto
Talawaan Atas;95376;Wori
Kesambenkulon (Kesamben Kulon);61176;Wringinanom (Wringin Anom)
Wolowa Baru;93754;Wolowa
Wundulako;93560;Wundulako
Bumimulyo (Bumi Mulyo);91342;Wonomulyo
Saneo;84251;Woja
Bulusulur;57615;Wonogiri
Aryobu;98651;Windesi
Campurjo;91342;Wonomulyo
Kebo I;98718;Yagai
Denatana;86423;Wolomeze (Riung Selatan)
Sambisirah;67173;Wonorejo
Giripurwo;57612;Wonogiri
Denatana Timur;86423;Wolomeze (Riung Selatan)
Pantai Oa;86256;Wulanggitang
Giritirto;57611;Wonogiri
Kedungmalang;51253;Wonotunggal
Larilaki;86423;Wolomeze (Riung Selatan)
Giriwono;57613;Wonogiri
Tamansari;67173;Wonorejo
Mainai;86423;Wolomeze (Riung Selatan)
Manjung;57615;Wonogiri
Kemligi;51253;Wonotunggal
Mulumese;86423;Wolomeze (Riung Selatan)
Wonorejo;67173;Wonorejo
Pokohkidul;57615;Wonogiri
Nginamanu;86423;Wolomeze (Riung Selatan)
Purworejo;57615;Wonogiri
Nginamanu Barat;86423;Wolomeze (Riung Selatan)
Purwosari;57615;Wonogiri
Kreyo;51253;Wonotunggal
Nginamanu Selatan;86423;Wolomeze (Riung Selatan)
Lahotutu;93469;Wonggeduku Barat
Sendang;57615;Wonogiri
Sekarputih (Sekar Putih);63256;Widodaren
Sumberrejo (Sumber Rejo);67182;Winongan
Wee Rame;87252;Wewewa Tengah
Turaloa;86423;Wolomeze (Riung Selatan)
Lebanisuko;61176;Wringinanom (Wringin Anom)
Pululera;86256;Wulanggitang
Bondo Bela;87263;Wewewa Selatan
Sonoharjo;57615;Wonogiri
Sera Kapi;84251;Woja
Lambangi;93469;Wonggeduku Barat
Penangkan;51253;Wonotunggal
Bondo Ukka;87263;Wewewa Selatan
Plaosan;61261;Wonoayu
Waiula;86256;Wulanggitang
Sidolaju;63256;Widodaren
Umbulan;67182;Winongan
Asai;98651;Windesi
Lamokuni;93469;Wonggeduku Barat
Sendang;51253;Wonotunggal
Turaloa Timur;86423;Wolomeze (Riung Selatan)
Lamaleka;86266;Witihama
Ploso;61261;Wonoayu
Wonoboyo;57615;Wonogiri
Wonosari;67173;Wonorejo
Sidomakmur;63256;Widodaren
Winongan Kidul;67182;Winongan
Simpasai;84216;Woja
Buru Deilo;87263;Wewewa Selatan
Alap Atadei;86686;Wulandoni
Wue;86423;Wolomeze (Riung Selatan)
Linonggasai (Linonggasay);93469;Wonggeduku Barat
Lebaniwaras;61176;Wringinanom (Wringin Anom)
Wonoharjo;57615;Wonogiri
Walikukun;63256;Widodaren
Kaonda;98651;Windesi
Winongan Lor;67182;Winongan
Puday;93469;Wonggeduku Barat
Nggela;86382;Wolojita
Galangpengampon (Galang Pengampon Gede);51181;Wonopringgo
Popoh;61261;Wonoayu
Buru Kaghu;87263;Wewewa Selatan
Wonokarto;57612;Wonogiri
Widodaren;63256;Widodaren
Getas;51181;Wonopringgo
Karawi;98651;Windesi
Blingijati;59181;Winong
Ranotundobu;93469;Wonggeduku Barat
Nuamulu;86382;Wolojita
Ataili;86686;Wulandoni
Bangkaloa Ilir;45271;Widasari
Wawonduru;84251;Woja
Wonokerto;57615;Wonogiri
Delo;87263;Wewewa Selatan
Bringinwareng;59181;Winong
Mondoluku;61176;Wringinanom (Wringin Anom)
Bunder;45271;Widasari
Pora;86382;Wolojita
Lewopulo;86266;Witihama
Sawocangkring;61261;Wonoayu
Wuryorejo;57614;Wonogiri
Teteona;93469;Wonggeduku Barat
Bumiharjo;59181;Winong
Munggui;98651;Windesi
Denduka;87263;Wewewa Selatan
Danyangmulyo;59181;Winong
Oringbele;86266;Witihama
Dadibou;84171;Woha
Gandekan;66155;Wonodadi
Kalensari;45271;Widasari
Tenda;86382;Wolojita
Rosbori;98651;Windesi
Mandungo;87263;Wewewa Selatan
Degan;59181;Winong
Pledo;86266;Witihama
Donggobolo;84171;Woha
Jaten;66155;Wonodadi
Milla Ate;87263;Wewewa Selatan
Wiwipemo;86382;Wolojita
Sandey;98336;Windesi
Rita Baru;87263;Wewewa Selatan
Godo;59181;Winong
Kasmaran;45271;Widasari
Kalampa;84171;Woha
Kaliboto;66155;Wonodadi
Tena Teke;87263;Wewewa Selatan
Kongsijaya;45271;Widasari
Wolojita;86382;Wolojita
Saruman;98651;Windesi
Riangduli;86266;Witihama
Gunungpanti;59181;Winong
Leuwigede;45271;Widasari
Kebonagung;66155;Wonodadi
Keli;84171;Woha
Umbu Wangu;87263;Wewewa Selatan
Guyangan;59181;Winong
Ujung Pondok Jaya (Ujungpendokjaya);45271;Widasari
Sombokoro;98336;Windesi
Alugi;99548;Wolo
Sandosi;86266;Witihama
Karangkonang;59181;Winong
Semambung;61261;Wonoayu
Wee Baghe;87263;Wewewa Selatan
Donggala;93553;Wolo
Ujungaris;45271;Widasari
Kolomayan;66155;Wonodadi
Naru;84171;Woha
Tobitika;86266;Witihama
Karangsumber;59181;Winong
Ujungjaya;45271;Widasari
Waisani;98651;Windesi
Wee Wulla;87263;Wewewa Selatan
Widasari;45271;Widasari
Simoangin-angin (Simo Angin Angin);61261;Wonoayu
Tuagoetobi (Tuwagoetobi);86266;Witihama
Weri Lolo;87263;Wewewa Selatan
Wamesa Tengah;98336;Windesi
Kabali Dana;87253;Wewewa Barat
Nisa;84171;Woha
Banjar;62383;Widang
Waiwuring;86266;Witihama
Windesi;98336;Windesi
Kalaki Kambe;87253;Wewewa Barat
Watololong;86266;Witihama
Simoketawang;61261;Wonoayu
Kunir;66155;Wonodadi
Kalembu Kanaika;87253;Wewewa Barat
Watoone;86266;Witihama
Iwoimopuro;93553;Wolo
Pasinanlemahputih (Pasinan Lemahputih);61176;Wringinanom (Wringin Anom)
Bunut;62383;Widang
Kebolampang;59181;Winong
Pandai;84171;Woha
Kalembu Weri;87253;Wewewa Barat
Windesi;98651;Windesi
Compreng;62383;Widang
Gondang;51181;Wonopringgo
Sumberrejo (Sumberejo);61261;Wonoayu
Weranggere;86266;Witihama
Sigayam;51253;Wonotunggal
Kalimbu Tillu (Kalimbu Tilu);87253;Wewewa Barat
Penapali;84171;Woha
Jetakkidul (Jetak Kidul);51181;Wonopringgo
Kedungharjo;62383;Widang
Yopmeos (Yopmios);98336;Windesi
Kujung;62383;Widang
Atakera;86686;Wulandoni
Laga Lete;87253;Wewewa Barat
Pedagangan;61176;Wringinanom (Wringin Anom)
Minohorejo;62383;Widang
Pikatan;66155;Wonodadi
Mlangi;62383;Widang
Tanggul;61261;Wonoayu
Lolo Ole;87253;Wewewa Barat
Kukurima;99548;Wolo
Silurah;51253;Wonotunggal
Alolik;99526;Wita Waya
Akima;99063;Wina
Kebowan;59181;Winong
Alula;99526;Wita Waya
Rejosari;66155;Wonodadi
Galeson (Geleso);91342;Wonomulyo
Rabakodo;84171;Woha
Lua Koba;87253;Wewewa Barat
Lalonaha;93553;Wolo
Jetaklengkong (Jetak Lengkong);51181;Wonopringgo
Wonoayu;61261;Wonoayu
Mrutuk;62383;Widang
Kuagembur;99035;Wugi
Koma;99526;Wita Waya
Bimbogul;99063;Wina
Salam;66155;Wonodadi
Kwagean;51181;Wonopringgo
Ngadipuro;62383;Widang
Lalonggopi;93553;Wolo
Risa;84171;Woha
Marokota;87253;Wewewa Barat
Tawangrejo;66155;Wonodadi
Finai;99063;Wina
Menne Ate;87253;Wewewa Barat
Lena;99035;Wugi
Ngadirejo;62383;Widang
Lana;93553;Wolo
Wonokalang;61261;Wonoayu
Belobao;86686;Wulandoni
Klecoregonang;59181;Winong
Tulem;99526;Wita Waya
Samili;84171;Woha
Pero;87253;Wewewa Barat
Wonodadi;66155;Wonodadi
Kebunsari;91342;Wonomulyo
Gualo;99063;Wina
Patihan;62383;Widang
Langgomali;93553;Wolo
Wonokasian;61261;Wonoayu
Tobimeita;93469;Wonggeduku Barat
Nepo;91342;Wonomulyo
Wiligima;99526;Wita Waya
Talabiu;84171;Woha
Simorejo;62383;Widang
Sembung;61176;Wringinanom (Wringin Anom)
Raba Ege;87253;Wewewa Barat
Imu Lolong (Imulolong);86686;Wulandoni
Sumberjo (Sumberejo);62383;Widang
Holandia;99063;Wina
Bumi Harapan;94978;Wita Ponda
Siwatu;51253;Wonotunggal
Kropak;59181;Winong
Reda Pada;87253;Wewewa Barat
Bancong;63157;Wonoasri
Loma;99035;Wugi
Tegalrejo;62383;Widang
Sidodadi;91342;Wonomulyo
Tenga;84171;Woha
Bendul Merisi;60239;Wonocolo
Emea;94978;Wita Ponda
Sidorejo;91342;Wonomulyo
Kudur;59181;Winong
Malela;99063;Wina
Waturay;93469;Wonggeduku Barat
Lapao-Pao;93553;Wolo
Lantula Jaya;94978;Wita Ponda
Soko (Sooko);61176;Wringinanom (Wringin Anom)
Sugihwaras (Sugih Waras);91342;Wonomulyo
Jemur Wonosari;60237;Wonocolo
Sangu Ate;87253;Wewewa Barat
Pindelo;99035;Wugi
Banyukambang;63157;Wonoasri
Legokgunung (Legok Gunung);51181;Wonopringgo
Wonggeduku;93469;Wonggeduku Barat
Mintorahayu;59181;Winong
Nakwil;99063;Wina
Moahino;94978;Wita Ponda
Muara Lapao Pao;93553;Wolo
Tegalsari;62383;Widang
Tente;84171;Woha
Margorejo;60238;Wonocolo
Anggoro;93468;Wonggeduku
Padangan;59181;Winong
Buduran;63157;Wonoasri
Sodong;51253;Wonotunggal
Tawo Rara;87253;Wewewa Barat
Pirambor (Pirambot);99548;Wolo
Tawi;99063;Wina
Widang;62383;Widang
Sidosermo;60239;Wonocolo
Bendewuta;93468;Wonggeduku
Waduwani;84171;Woha
Pagendisan;59181;Winong
Waimangura;87253;Wewewa Barat
Samaenre;93553;Wolo
Sumberejo (Sumberjo);91342;Wonomulyo
Jatirejo;63157;Wonoasri
Alkani;85775;Wewiku
Siwalankerto;60236;Wonocolo
Wariru;99063;Wina
Tegabaga;99548;Wolo
Babadan;66185;Wlingi
Cemoro;56266;Wonoboyo
Timoneri;99035;Wugi
Wina;99063;Wina
Dawi-dawi;93468;Wonggeduku
Kebonsari;56266;Wonoboyo
Badarai;85775;Wewiku
Tolowe Ponrewaru;93553;Wolo
Yogweme;99063;Wina
Puntari Makmur;94978;Wita Ponda
Wugi;99035;Wugi
Balerejo;66185;Wlingi
Wali Ate;87253;Wewewa Barat
Pesantren;56266;Wonoboyo
Yugubuk;99063;Wina
Duriaasi;93468;Wonggeduku
Ulu Rina;93553;Wolo
Watu Labara;87253;Wewewa Barat
Beru;66185;Wlingi
Wuronggi;99035;Wugi
Lamalera A;86686;Wulandoni
Lalohao;93468;Wonggeduku
Peteken (Pateken);56266;Wonoboyo
Yugumengga;99063;Wina
Biris;85775;Wewiku
Ulu Wolo;93553;Wolo
Pengadentengah (Pegaden Tengah);51181;Wonopringgo
Wee Kombaka;87253;Wewewa Barat
Klemunan;66185;Wlingi
Pitrosari;56266;Wonoboyo
Wates;51253;Wonotunggal
Sampeantaba;94978;Wita Ponda
Ululapao-pao (Ulu Lapao-Pao);93553;Wolo
Araf Mafat;98377;Wilhem Roumbouts
Halibasar;85775;Wewiku
Rowokembu;51181;Wonopringgo
Solonsa;94978;Wita Ponda
Klitik;63157;Wonoasri
Lamea;85775;Wewiku
Wonotunggal;51253;Wonotunggal
Ngadirenggo;66185;Wlingi
Purwosari;56266;Wonoboyo
Solonsa Jaya;94978;Wita Ponda
Sampih;51181;Wonopringgo
Esyuom;98377;Wilhem Roumbouts
Ngadirejo;63157;Wonoasri
Sayam;98377;Wilhem Roumbouts
Wodloma;99548;Wolo
Tangkil;66185;Wlingi
Pekalongan;59181;Winong
Tabamsere;98377;Wilhem Roumbouts
Tumpiling;91342;Wonomulyo
Rejosari;56266;Wonoboyo
Wollo Timur;99548;Wolo
Gununggede (Gunung Gede);66173;Wonotirto
Plumpungrejo;63157;Wonoasri
Abat;97465;Wuar Labobar
Ungkaya;94978;Wita Ponda
Pohgading;59181;Winong
Tegalasri;66185;Wlingi
Sastrodirjan;51181;Wonopringgo
Mancon;64462;Wilangan
Jrebeng;67253;Wonomerto
Purwosari;63157;Wonoasri
Surobayan (Surabayan);51181;Wonopringgo
Lalousu;93468;Wonggeduku
Semen;56266;Wonoboyo
Tembalang;66185;Wlingi
Lorotolus;85775;Wewiku
Kaligrenjeng;66173;Wonotirto
Wolo;93553;Wolo
Dapurno;58192;Wirosari
Ngadipiro;64462;Wilangan
Pulorejo;59181;Winong
Lamalera B;86686;Wulandoni
Langgonawe;93468;Wonggeduku
Awear Rumngeur;97465;Wuar Labobar
Wlingi;66185;Wlingi
Rabasa Biris;85775;Wewiku
Tawangsari;56266;Wonoboyo
Sidomulyo;63157;Wonoasri
Dokoro;58192;Wirosari
Polandangi;93468;Wonggeduku
Wonoasri;63157;Wonoasri
Wonopringgo;51181;Wonopringgo
Sarimulyo;59181;Winong
Jrebeng Kidul;67233;Wonoasih
Seserai;85775;Wewiku
Kareng Kidul;67253;Wonomerto
Wolo (Wollo);99548;Wolo
Kedung Asem (Kedungasem);67236;Wonoasih
Wee Kura;87253;Wewewa Barat
Kedunggaleng;67239;Wonoasih
Pakistaji;67239;Wonoasih
Tening;56266;Wonoboyo
Ngadipuro;66173;Wonotirto
Karatat;97465;Wuar Labobar
Ngudikan;64462;Wilangan
Gedangan;58192;Wirosari
Serutsadang;59181;Winong
Puuduria;93468;Wonggeduku
Lelata;86686;Wulandoni
Sumberame;61176;Wringinanom (Wringin Anom)
Wunan;99548;Wolo
Webriamata;85775;Wewiku
Wates;56266;Wonoboyo
Ae Ndoko;86353;Wewaria
Sumber Taman;67237;Wonoasih
Sugihan;59181;Winong
Weoe;85775;Wewiku
Sokoharjo (Sukoharjo);64462;Wilangan
Sumbergede;61176;Wringinanom (Wringin Anom)
Kiloon;97465;Wuar Labobar
Sudimoroharjo;64462;Wilangan
Tawarolondo;93468;Wonggeduku
Babatan;60227;Wiyung
Aelipo;86353;Wewaria
Kedungsupit (Kedung Supit);67253;Wonomerto
Tetemotaha;93468;Wonggeduku
Sumberwaru;61176;Wringinanom (Wringin Anom)
Bataraguru;93714;Wolio
Leworaja;86686;Wulandoni
Wilangan;64462;Wilangan
Wonoboyo;56266;Wonoboyo
Sumbermulyo;59181;Winong
Patalan;67253;Wonomerto
Tetewonua (Teteona);93468;Wonggeduku
Wonoasih;67232;Wonoasih
Batulo;93717;Wolio
Aemuri;86353;Wewaria
Bener Ayu;24580;Wih Pesam
Wonocoyo;56266;Wonoboyo
Weseben;85775;Wewiku
Labobar;97465;Wuar Labobar
Bener Mulie;24580;Wih Pesam
Weulun;85775;Wewiku
Becirongengor;61261;Wonoayu
Pohsangit Lor;67253;Wonomerto
Bugum;99048;Woniki
Pantai Harapan;86686;Wulandoni
Detubela;86353;Wewaria
Blang Benara (Blang Menara);24580;Wih Pesam
Ekoae;86353;Wewaria
Ngeni;66173;Wonotirto
Bukit Wolio Indah;93711;Wolio
Lugwi;99048;Woniki
Wakusao (Wukusao \/ Tomulipu);93468;Wonggeduku
Ekolea;86353;Wewaria
Bodo Ponda;87251;Wewewa Utara
Candinegoro;61261;Wonoayu
Pohsangit Ngisor;67253;Wonomerto
Sumengko;61176;Wringinanom (Wringin Anom)
Kadolo Katapi;93715;Wolio
Djela Manu;87251;Wewewa Utara
Blang Kucak;24580;Wih Pesam
Wawonggole;93468;Wonggeduku
Mome;99048;Woniki
Blang Paku;24580;Wih Pesam
Pasiraman;66173;Wonotirto
Watestanjung;61176;Wringinanom (Wringin Anom)
Fataatu;86353;Wewaria
Posiwatu;86686;Wulandoni
Mali Mada;87251;Wewewa Utara
Pagona;99048;Woniki
Jimbarankulon (Jimbaran Kulon);61261;Wonoayu
Mata Loko (Mataloko);87251;Wewewa Utara
Pohsangit Tengah;67253;Wonomerto
Tomba;93712;Wolio
Fataatu Timur;86353;Wewaria
Lingada;97465;Wuar Labobar
Mawo Maliti;87251;Wewewa Utara
Jimbaranwetan (Jimbaran Wetan);61261;Wonoayu
Bukit Pepanyi;24580;Wih Pesam
Odi Paurata;87251;Wewewa Utara
Sepuhgembol (Sepuh Gempol);67253;Wonomerto
Puor;86686;Wulandoni
Wale;93711;Wolio
Romnus;97465;Wuar Labobar
Sumberboto;66173;Wonotirto
Kalitembu (Kelitembu);86353;Wewaria
Balas Klumprik;60222;Wiyung
Sumberkare;67253;Wonomerto
Teropme;99048;Woniki
Wangkanapi;93713;Wolio
Wawoone;93468;Wonggeduku
Tunggakcerme (Tunggak Cerme);67253;Wonomerto
Wringinanom;61176;Wringinanom (Wringin Anom)
Amoito Jaya;93878;Wolasi
Pandua Tana;87251;Wewewa Utara
Burni Telong;24580;Wih Pesam
Tanggel;59181;Winong
Wawosolo;93468;Wonggeduku
Karangpuri;61261;Wonoayu
Mautenda;86353;Wewaria
Jajar Tunggal (Jajartunggal);60229;Wiyung
Tawangrejo;59181;Winong
Issui;98347;Wondiboy
Wonorejo;67253;Wonomerto
Wilileme;99048;Woniki
Mautenda Barat;86353;Wewaria
Puor B;86686;Wulandoni
Cinta Damai;24580;Wih Pesam
Kabouw;98347;Wondiboy
Darmo;60241;Wonokromo
Wiyung;60228;Wiyung
Tapobali;86686;Wulandoni
Jagir;60244;Wonokromo
Gegerung;24580;Wih Pesam
Culumbatu;93343;Wiwirano
Jamur Ujung;24580;Wih Pesam
Jamur Uluh;24580;Wih Pesam
Lamonae;93343;Wiwirano
Wunabu;99048;Woniki
Ngagel;60246;Wonokromo
Kebun Baru;24580;Wih Pesam
Ngagel Rejo (Ngagelrejo);60245;Wonokromo
Lamonae Utama;93343;Wiwirano
Sawunggaling;60242;Wonokromo
Lut Kucak;24580;Wih Pesam
Wulandoni;86686;Wulandoni
Lamparinga;93343;Wiwirano
Merie Satu;24580;Wih Pesam
Yaliwak;99048;Woniki
Wonokromo;60243;Wonokromo
Pante Raya;24580;Wih Pesam
Api-Api;51153;Wonokerto
Natatoto;86471;Wolowae
Buangludah;99035;Wugi
Ketimang;61261;Wonoayu
Larompana;93343;Wiwirano
Bebel;51153;Wonokerto
Yangguni;99048;Woniki
Tendakinde (Tenda Kinde);86471;Wolowae
Gilime;99035;Wugi
Mata Osole;93343;Wiwirano
Tlogorejo;59181;Winong
Yigonime;99048;Woniki
Teineman;97465;Wuar Labobar
Lambangan;61261;Wonoayu
Tendatoto;86471;Wolowae
Alas Rejo (Alasrejo);68453;Wongsorejo
Alasbuluh (Alasbulu);68453;Wongsorejo
Winong;59181;Winong
Mojorangagung;61261;Wonoayu
Simpang Antara;24580;Wih Pesam
Pecakaran;51153;Wonokerto
Wirun;59181;Winong
Gitar;99035;Wugi
Totomala;86471;Wolowae
Wabar;97465;Wuar Labobar
Simpang Balek (Simpang Bolek);24580;Wih Pesam
Mulyodadi;61261;Wonoayu
Pesanggrahan;51153;Wonokerto
Balesari;56152;Windusari
Bajulmati;68453;Wongsorejo
Bungi;93754;Wolowa
Bandarsedayu;56152;Windusari
Padalere;93343;Wiwirano
Watmasa;97465;Wuar Labobar
Koli;99035;Wugi
Simpang Teritit (Simpang Teririt);24580;Wih Pesam
Padalere Utama;93343;Wiwirano
Banjarsari;56152;Windusari
Aoma;93878;Wolasi
Suka Jadi;24580;Wih Pesam
Wunlah;97465;Wuar Labobar
Candisari;56152;Windusari
Mbotulaka;86353;Wewaria
Pondoa;93343;Wiwirano
Aunupe;93878;Wolasi
Dampit;56152;Windusari
Anawai;93118;Wua-Wua
Genito;56152;Windusari
Puu Potto;87251;Wewewa Utara
Leleka;93878;Wolasi
Kaibi;98347;Wondiboy
Mukusaki;86353;Wewaria
Reda Wano;87251;Wewewa Utara
Nuangenda;86353;Wewaria
Wano Talla;87251;Wewewa Utara
Girimulyo;56152;Windusari
Wee Namba;87251;Wewewa Utara
Bonggoeya;93118;Wua-Wua
Numba;86353;Wewaria
Mata Wolasi;93878;Wolasi
Gondangrejo;56152;Windusari
Wolasi;93878;Wolasi
Pagerngumbuk;61261;Wonoayu
Wee Paboba;87251;Wewewa Utara
Mataiwoi;93118;Wua-Wua
Wondiboy;98347;Wondiboy
Dangga Mangu;87250;Wewewa Timur
Ratewati;86353;Wewaria
Aibondeni;98647;Wonawa
Gunungsari;56152;Windusari
Dede Pada;87250;Wewewa Timur
Baka Jaya;84251;Woja
Ratewati Selatan;86353;Wewaria
Awado;98647;Wonawa
Pilang;61261;Wonoayu
Tanali;86353;Wewaria
Kalijoso;56152;Windusari
Bara;84251;Woja
Kembangkuning;56152;Windusari
Kandai II;84218;Woja
Waka;86353;Wewaria
Dumani;98647;Wonawa
Welamosa;86353;Wewaria
Kentengsari;56152;Windusari
Mangunsari;56152;Windusari
Mada Prama;84251;Woja
Haihorei;98647;Wonawa
Wewaria;86353;Wewaria
Jaimaria;98647;Wonawa
Wolooja;86353;Wewaria
Ngemplak;56152;Windusari
Kanaki;98647;Wonawa
Rowoyoso;51153;Wonokerto
Matua;84251;Woja
Pasangsari;56152;Windusari
Monta Baru;84219;Woja
Wonorejo;51181;Wonopringgo
Kalirejo;58192;Wirosari
Elsulith;97449;Wetar Utara
Wua Wua;93117;Wua-Wua
Galanti;93754;Wolowa
Semen;56152;Windusari
Karangasem;58192;Wirosari
Semut;51153;Wonokerto
Mumbu;84251;Woja
Eray;97449;Wetar Utara
Tanjungsari;56152;Windusari
Karemoni;98647;Wonawa
Kaumbu;93754;Wolowa
Kropak;58192;Wirosari
Sijambe;51153;Wonokerto
Lurang;97449;Wetar Utara
Suka Makmur;24580;Wih Pesam
Kedunganyar;61176;Wringinanom (Wringin Anom)
Matawia;93754;Wolowa
Nowa;84251;Woja
Bangsring;68453;Wongsorejo
Umbulsari;56152;Windusari
Tetewatu;93343;Wiwirano
Bengkak;68453;Wongsorejo
Tratebang;51153;Wonokerto
Raba Baka;84251;Woja
Rembai;98647;Wonawa
Wacu Pinodo;93343;Wiwirano
Windusari;56152;Windusari
Kunden;58192;Wirosari
Kepuhklagen;61176;Wringinanom (Wringin Anom)
Kanelu;87252;Wewewa Tengah
Wonoroto;56152;Windusari
Bimorejo;68453;Wongsorejo
Nabar;97449;Wetar Utara
Woinap;98647;Wonawa
Mojorebo;58192;Wirosari
Lise Pu'u;86373;Wolowaru
Naumatang;97449;Wetar Utara
Wacumelewe (Macumelewe);93343;Wiwirano
Wooi;98647;Wonawa
Tomliapat;97448;Wetar Timur
Sambirejo;58192;Wirosari
Tegalrejo;58192;Wirosari
Suka Makmur Timur;24580;Wih Pesam
Bokasape;86373;Wolowaru
Lisedetu;86373;Wolowaru
Kluting Jaya;97851;Weda Selatan
Kiku Booko;87252;Wewewa Tengah
Amau;97446;Wetar Selatan
Payung;51355;Weleri
Liselowobora (Lise Lowobora);86373;Wolowaru
Suka Ramai Atas (Suka Rami Atas);24580;Wih Pesam
Wirosari;58192;Wirosari
Tambahrejo;58192;Wirosari
Lembah Asri;97851;Weda Selatan
Wawoheo;93343;Wiwirano
Hiay;97446;Wetar Selatan
Uhak;97449;Wetar Utara
Loleo;97851;Weda Selatan
Suka Ramai Bawah (Suka Rami Bawah);24580;Wih Pesam
Pakuncen;55253;Wirobrajan
Patangpuluhan;55251;Wirobrajan
Penaruban;51355;Weleri
Sidodadi;68453;Wongsorejo
Arwala;97448;Wetar Timur
Wirobrajan;55252;Wirobrajan
Sosowomo;97851;Weda Selatan
Dikira;87250;Wewewa Timur
Ilpokil;97448;Wetar Timur
Mbuliloo (Mbuli Loo);86373;Wolowaru
Bokasape Timur;86373;Wolowaru
Penyangkringan;51355;Weleri
Mbuliwaralau;86373;Wolowaru
Tambakselo;58192;Wirosari
Lete Wungana;87252;Wewewa Tengah
Sumber Sari;97851;Weda Selatan
Giruwi;99582;Wiringgambut
Jopu;86373;Wolowaru
Mbuliwaralau Utara;86373;Wolowaru
Arui Das;97473;Wertamrian (Wer Tamrian)
Kadi Wano;87250;Wewewa Timur
Sidowangi;68453;Wongsorejo
Kadi Wone;87250;Wewewa Timur
Ilway;97448;Wetar Timur
Pucuksari;51355;Weleri
Kalembu Ndara Mane;87250;Wewewa Timur
Tanjungrejo;58192;Wirosari
Tilope (Tiloppe);97851;Weda Selatan
Lele Maya;87250;Wewewa Timur
Kahilin;97448;Wetar Timur
Golo;99582;Wiringgambut
Wairoro Indah;97851;Weda Selatan
Likanaka;86373;Wolowaru
Lete Kamouna (Lete Komouna);87250;Wewewa Timur
Sambongsari;51355;Weleri
Nakambara;86373;Wolowaru
Limbu Watu;87252;Wewewa Tengah
Golomi;99582;Wiringgambut
Atubul Da;97473;Wertamrian (Wer Tamrian)
Mainda Ole;87250;Wewewa Timur
Moning;97448;Wetar Timur
Sumberanyar;68453;Wongsorejo
Niramesi (Niromesi);86373;Wolowaru
Fidy Jaya;97850;Weda
Syura Jadi;24580;Wih Pesam
Nualise;86373;Wolowaru
Sidomukti;51355;Weleri
Ilputih;97446;Wetar Selatan
Wawonsangi;93343;Wiwirano
Rindiwawo;86373;Wolowaru
Atubul Dol;97473;Wertamrian (Wer Tamrian)
Lombu;87252;Wewewa Tengah
Maliti Dari;87250;Wewewa Timur
Goeng;97850;Weda
Kiludo;99582;Wiringgambut
Tana Lo'o;86373;Wolowaru
Sumberagung;51355;Weleri
Ilwaki;97446;Wetar Selatan
Labeau;93398;Wawonii Utara
Nurweda;97850;Weda
Sumberkencono;68453;Wongsorejo
Mareda Kalada;87250;Wewewa Timur
Rejo Mulyo;34694;Way Serdang
Milidi;99582;Wiringgambut
Wih Pesam;24580;Wih Pesam
Ubalihi;99083;Welarek
Lorulun;97473;Wertamrian (Wer Tamrian)
Wolokoli;86373;Wolowaru
Labisa;93398;Wawonii Utara
Wonosobo;24580;Wih Pesam
Mata Pyawu;87250;Wewewa Timur
Nusliko;97850;Weda
Sri Gedung Mulya;34694;Way Serdang
Uniwani;99582;Wiringgambut
Tratemulyo;51355;Weleri
Ulum;99083;Welarek
Wolosoko;86373;Wolowaru
Mahuan;97446;Wetar Selatan
Lansilowo;93398;Wawonii Utara
Sidanga;97850;Weda
Mata Lombu;87252;Wewewa Tengah
Wiringgambut;99582;Wiringgambut
Weleri;51355;Weleri
Masapun;97446;Wetar Selatan
Banyubiru (Banyu Biru);63256;Widodaren
Suka Agung;34694;Way Serdang
Mata Wee Lima;87250;Wewewa Timur
Weda \/ Wedana;97850;Weda
Wawontoaho;93343;Wiwirano
Anakoli;86471;Wolowae
Walingkapma;99083;Welarek
Mata Wee Karoro;87252;Wewewa Tengah
Ambiliki;99083;Welarek
Mawo Dana;87250;Wewewa Timur
Mata Bubu;93398;Wawonii Utara
Ilmamau;97447;Wetar Barat
Suka Mandiri;34694;Way Serdang
Were;97850;Weda
Wuluwebur;99582;Wiringgambut
Wasupahik;99083;Welarek
Nyura Lele;87250;Wewewa Timur
Sumber Rejo;34694;Way Serdang
Sangliat Dol;97473;Wertamrian (Wer Tamrian)
Watukebo;68453;Wongsorejo
Karbubu;97447;Wetar Barat
Mata Buranga;93398;Wawonii Utara
Pada Eweta;87250;Wewewa Timur
Dubu;99462;Web
Balaweling;86266;Witihama
Welarek;99083;Welarek
